用户ID,行为时间,商品ID,行为类型,流量来源,设备类型
user_2530,2025-02-06 05:58:31,item_145,收藏,自然流量,手机
user_8905,2024-12-18 18:15:06,item_115,浏览,自然流量,平板
user_2148,2024-10-15 08:52:10,item_146,浏览,广告,平板
user_3517,2024-09-22 13:59:20,item_384,下单,活动,平板
user_3590,2025-02-04 22:17:26,item_160,加购,自然流量,电脑
user_8806,2025-06-03 18:23:42,item_260,浏览,活动,平板
user_307,2024-10-09 08:52:05,item_61,浏览,广告,手机
user_9163,2025-06-02 06:33:55,item_360,浏览,活动,平板
user_52,2024-12-02 20:21:35,item_297,下单,广告,手机
user_3943,2024-10-07 02:23:24,item_356,收藏,自然流量,电脑
user_4412,2024-07-03 07:44:32,item_249,加购,自然流量,电脑
user_8490,2025-01-16 20:41:18,item_199,加购,广告,手机
user_369,2025-04-17 10:41:53,item_244,浏览,广告,电脑
user_1618,2025-03-16 04:37:36,item_228,收藏,自然流量,电脑
user_9060,2025-05-17 14:55:28,item_227,加购,广告,电脑
user_4241,2025-03-08 22:53:56,item_298,浏览,活动,手机
user_6257,2025-03-25 08:28:10,item_323,浏览,广告,电脑
user_4007,2025-01-30 15:52:38,item_499,浏览,广告,电脑
user_9373,2024-09-01 04:37:42,item_454,加购,广告,电脑
user_267,2024-08-22 09:26:16,item_434,收藏,活动,平板
user_7573,2024-09-21 20:24:30,item_455,浏览,活动,平板
user_53,2024-07-15 04:39:25,item_27,浏览,广告,平板
user_7620,2025-02-12 01:48:03,item_485,浏览,活动,手机
user_4053,2024-11-01 02:34:57,item_274,浏览,自然流量,电脑
user_9852,2025-01-07 00:41:11,item_197,浏览,活动,电脑
user_8575,2024-12-06 19:31:39,item_30,收藏,活动,平板
user_5811,2024-08-15 11:31:32,item_277,收藏,广告,电脑
user_10000,2025-02-16 18:44:48,item_499,浏览,活动,手机
user_5685,2025-04-03 10:01:52,item_300,浏览,自然流量,平板
user_5584,2024-12-28 21:52:19,item_149,浏览,广告,平板
user_2440,2025-04-03 15:35:11,item_425,浏览,自然流量,平板
user_7300,2025-06-24 20:09:03,item_488,浏览,广告,手机
user_7244,2024-09-19 12:27:40,item_118,加购,自然流量,手机
user_4516,2025-02-05 04:48:40,item_249,加购,自然流量,电脑
user_6081,2025-03-13 11:15:13,item_201,收藏,自然流量,平板
user_4001,2025-05-10 03:58:33,item_398,浏览,自然流量,平板
user_218,2025-01-19 17:14:00,item_179,浏览,自然流量,手机
user_8610,2025-03-03 04:36:15,item_189,浏览,广告,手机
user_7371,2025-04-21 21:34:27,item_137,浏览,广告,平板
user_1250,2025-06-04 07:37:26,item_448,下单,自然流量,平板
user_8259,2025-01-15 12:37:45,item_185,浏览,自然流量,电脑
user_1465,2025-02-07 22:13:05,item_270,加购,广告,电脑
user_1988,2025-05-25 22:02:00,item_239,加购,广告,手机
user_5879,2025-06-24 06:53:58,item_197,下单,活动,平板
user_4237,2024-10-09 08:35:02,item_131,浏览,广告,平板
user_4471,2024-08-04 09:28:10,item_13,收藏,广告,手机
user_4189,2024-10-01 10:08:55,item_123,收藏,广告,平板
user_2400,2024-08-26 21:27:25,item_359,收藏,自然流量,电脑
user_1452,2024-08-05 21:22:34,item_243,收藏,自然流量,平板
user_3111,2024-06-29 17:59:28,item_27,下单,活动,手机
user_6635,2025-06-08 22:20:52,item_400,浏览,活动,平板
user_2311,2025-04-17 21:40:52,item_176,加购,广告,电脑
user_7193,2025-02-03 09:49:08,item_106,浏览,活动,平板
user_245,2024-12-16 16:24:39,item_309,收藏,自然流量,手机
user_4548,2024-08-15 18:50:35,item_388,浏览,活动,电脑
user_1026,2024-07-20 10:06:38,item_203,加购,活动,平板
user_6286,2025-03-22 02:46:12,item_419,收藏,广告,电脑
user_7433,2024-09-01 23:16:02,item_276,浏览,广告,电脑
user_7478,2024-08-10 08:51:50,item_130,加购,活动,平板
user_7400,2025-05-26 19:21:21,item_471,浏览,广告,平板
user_7756,2024-12-29 13:48:09,item_222,收藏,自然流量,平板
user_5039,2025-04-18 11:03:19,item_360,浏览,活动,电脑
user_3965,2024-07-13 11:42:57,item_490,浏览,自然流量,手机
user_3886,2024-12-29 15:36:05,item_475,浏览,活动,平板
user_3027,2024-10-31 13:51:51,item_13,加购,广告,平板
user_4822,2024-10-21 16:30:51,item_458,加购,活动,电脑
user_6119,2025-06-10 21:09:07,item_299,加购,广告,手机
user_1535,2025-05-23 09:22:30,item_261,收藏,自然流量,手机
user_372,2025-01-14 01:05:27,item_65,浏览,广告,电脑
user_1624,2024-11-08 16:53:30,item_394,收藏,活动,电脑
user_3562,2024-09-09 11:53:44,item_18,加购,广告,平板
user_9155,2024-10-16 03:17:31,item_132,下单,活动,电脑
user_5907,2025-02-26 10:26:41,item_86,加购,广告,手机
user_5383,2025-03-29 07:02:53,item_288,浏览,自然流量,平板
user_9340,2025-04-27 06:29:51,item_161,浏览,活动,电脑
user_1619,2024-12-03 23:12:35,item_238,下单,自然流量,手机
user_3314,2024-11-17 13:22:09,item_166,下单,自然流量,平板
user_989,2024-11-04 09:42:58,item_368,浏览,自然流量,手机
user_1683,2024-12-27 04:45:51,item_125,浏览,活动,电脑
user_6985,2025-05-03 11:28:42,item_312,浏览,活动,平板
user_6988,2025-02-09 01:53:02,item_471,浏览,自然流量,手机
user_175,2024-08-16 21:09:16,item_70,加购,自然流量,电脑
user_435,2025-05-26 07:26:47,item_59,浏览,活动,手机
user_5121,2025-04-24 16:46:00,item_173,加购,活动,电脑
user_9558,2024-08-14 10:53:36,item_231,下单,广告,电脑
user_2335,2024-07-11 03:14:18,item_3,浏览,活动,手机
user_5846,2024-09-29 13:56:14,item_43,浏览,广告,电脑
user_1414,2024-06-30 14:21:09,item_91,加购,自然流量,电脑
user_1080,2024-07-13 07:36:20,item_213,加购,活动,电脑
user_863,2024-10-21 20:21:37,item_183,浏览,活动,电脑
user_2791,2024-10-12 16:04:46,item_290,浏览,自然流量,平板
user_3953,2025-02-01 17:32:08,item_454,浏览,广告,电脑
user_6050,2024-12-11 17:59:04,item_171,浏览,广告,电脑
user_3259,2025-05-22 01:58:22,item_298,浏览,活动,平板
user_7436,2024-10-22 20:44:16,item_255,浏览,自然流量,手机
user_6362,2024-11-21 19:29:59,item_152,浏览,活动,手机
user_8396,2025-06-22 09:37:40,item_398,浏览,广告,平板
user_7183,2024-07-21 12:59:41,item_411,加购,自然流量,手机
user_5322,2024-08-23 06:39:58,item_100,加购,活动,电脑
user_9082,2025-04-03 15:28:44,item_351,收藏,活动,电脑
user_9346,2025-02-18 22:00:26,item_400,浏览,自然流量,平板
user_8826,2024-09-21 10:19:00,item_318,收藏,广告,手机
user_8719,2025-02-01 16:29:48,item_226,收藏,自然流量,手机
user_5100,2024-07-17 20:37:44,item_90,下单,活动,平板
user_4931,2025-05-12 06:11:47,item_15,浏览,活动,手机
user_2041,2024-07-07 06:54:10,item_194,浏览,广告,平板
user_6349,2024-08-20 13:55:10,item_50,浏览,自然流量,电脑
user_2506,2025-06-10 02:31:15,item_191,加购,活动,电脑
user_7847,2025-04-08 23:45:07,item_152,收藏,活动,平板
user_48,2025-06-01 07:53:57,item_146,收藏,活动,平板
user_6922,2024-11-11 19:40:45,item_394,加购,活动,电脑
user_912,2024-08-07 01:34:08,item_112,浏览,活动,手机
user_3764,2024-08-18 14:37:11,item_497,浏览,活动,手机
user_9020,2025-04-25 02:27:08,item_141,下单,活动,电脑
user_1153,2024-08-10 05:39:01,item_141,加购,自然流量,手机
user_9578,2024-09-13 21:26:26,item_448,浏览,活动,平板
user_6580,2025-04-07 15:31:21,item_313,浏览,活动,电脑
user_6392,2025-05-28 02:36:35,item_439,下单,自然流量,电脑
user_6023,2024-12-22 20:52:10,item_118,浏览,自然流量,电脑
user_5493,2024-11-03 02:24:06,item_395,下单,自然流量,电脑
user_2406,2025-05-26 01:11:04,item_143,收藏,广告,手机
user_7999,2024-11-26 11:10:10,item_285,加购,自然流量,电脑
user_6635,2025-05-28 07:41:13,item_20,浏览,活动,电脑
user_6475,2024-11-12 00:02:13,item_115,浏览,活动,电脑
user_7581,2025-01-18 00:05:44,item_80,收藏,自然流量,电脑
user_4299,2025-03-28 05:10:06,item_235,收藏,活动,电脑
user_3143,2025-02-12 16:34:14,item_72,浏览,广告,电脑
user_243,2024-11-25 17:41:02,item_415,浏览,广告,平板
user_8373,2024-09-08 13:30:32,item_392,加购,自然流量,手机
user_97,2024-11-02 02:37:26,item_371,浏览,活动,电脑
user_5475,2025-02-07 19:32:47,item_152,收藏,活动,手机
user_5892,2024-11-04 16:16:30,item_304,浏览,广告,平板
user_6691,2025-02-25 13:04:27,item_126,浏览,活动,电脑
user_7169,2025-03-16 18:47:12,item_366,加购,自然流量,手机
user_5978,2025-05-18 17:07:41,item_341,加购,自然流量,电脑
user_5369,2024-12-26 16:58:47,item_431,浏览,广告,手机
user_3319,2024-06-27 13:14:34,item_481,浏览,活动,平板
user_5728,2025-01-28 08:08:22,item_144,下单,自然流量,平板
user_735,2025-06-26 16:20:32,item_370,浏览,活动,手机
user_5440,2024-12-10 17:48:51,item_73,加购,自然流量,电脑
user_3295,2025-05-05 17:38:44,item_184,浏览,广告,手机
user_3146,2024-07-27 06:52:32,item_412,浏览,自然流量,手机
user_1702,2025-06-19 23:48:58,item_310,收藏,广告,平板
user_1281,2025-02-04 10:35:07,item_152,浏览,广告,平板
user_1480,2025-02-18 08:27:02,item_437,浏览,自然流量,手机
user_2168,2024-09-19 11:17:32,item_231,浏览,广告,平板
user_7451,2024-07-23 08:45:54,item_189,浏览,广告,平板
user_9554,2024-10-06 01:11:50,item_124,收藏,活动,电脑
user_855,2025-03-27 18:19:59,item_443,浏览,广告,电脑
user_1649,2024-11-13 15:43:00,item_89,加购,活动,电脑
user_9373,2025-01-27 05:47:32,item_340,加购,活动,平板
user_9295,2024-10-20 12:25:19,item_307,浏览,自然流量,平板
user_5913,2024-09-08 02:40:42,item_132,下单,活动,平板
user_5332,2024-10-05 09:11:52,item_168,收藏,活动,电脑
user_5601,2025-03-23 20:37:45,item_328,收藏,自然流量,电脑
user_9252,2024-10-31 17:53:46,item_149,收藏,活动,电脑
user_8723,2024-11-27 15:45:03,item_20,收藏,自然流量,电脑
user_7057,2024-11-24 07:00:39,item_446,浏览,广告,电脑
user_8148,2024-09-20 14:11:43,item_40,加购,自然流量,平板
user_9550,2024-07-29 12:34:11,item_113,浏览,自然流量,手机
user_8715,2024-07-24 19:12:06,item_122,浏览,活动,平板
user_4769,2024-09-21 04:30:10,item_474,加购,广告,电脑
user_3798,2025-06-24 14:16:29,item_410,加购,活动,平板
user_8585,2025-01-23 03:49:31,item_470,下单,活动,手机
user_5228,2025-01-26 12:49:29,item_3,浏览,活动,电脑
user_8990,2024-11-17 17:29:40,item_165,浏览,活动,电脑
user_6061,2024-07-15 07:34:51,item_150,浏览,自然流量,电脑
user_6938,2025-06-05 08:36:51,item_495,浏览,自然流量,电脑
user_2409,2024-09-14 03:37:26,item_73,下单,广告,手机
user_8011,2024-10-19 20:22:44,item_205,加购,自然流量,平板
user_1089,2025-06-07 09:22:08,item_289,下单,自然流量,手机
user_5205,2024-09-05 22:37:07,item_255,加购,广告,电脑
user_2340,2024-09-08 15:10:42,item_88,下单,广告,手机
user_5834,2025-05-14 12:45:03,item_12,浏览,活动,手机
user_4995,2024-12-01 20:51:05,item_318,加购,广告,平板
user_3481,2024-08-26 20:19:11,item_82,浏览,广告,电脑
user_2072,2025-06-23 21:51:51,item_21,收藏,自然流量,手机
user_8855,2025-03-14 03:28:40,item_256,收藏,广告,平板
user_5452,2025-04-10 08:58:48,item_26,浏览,自然流量,电脑
user_1924,2024-08-18 08:45:40,item_500,下单,广告,手机
user_9673,2024-07-09 15:45:20,item_159,收藏,活动,电脑
user_7208,2025-05-25 20:33:27,item_80,收藏,广告,平板
user_899,2024-10-01 05:20:14,item_74,收藏,活动,平板
user_8828,2024-09-10 08:16:27,item_495,浏览,自然流量,平板
user_2795,2024-10-25 01:18:47,item_413,下单,自然流量,手机
user_4681,2024-12-21 08:02:15,item_488,浏览,广告,电脑
user_9976,2024-10-18 08:19:25,item_51,浏览,广告,电脑
user_8828,2024-09-05 18:22:20,item_323,加购,广告,电脑
user_2075,2024-10-07 14:46:31,item_418,浏览,自然流量,电脑
user_1556,2024-12-01 13:13:31,item_485,浏览,广告,电脑
user_2079,2024-09-15 09:31:53,item_273,加购,自然流量,电脑
user_9730,2025-03-08 10:13:43,item_221,加购,自然流量,手机
user_4001,2024-08-07 12:14:39,item_460,浏览,活动,平板
user_8585,2024-07-03 22:05:58,item_489,浏览,广告,手机
user_7310,2024-10-21 15:34:30,item_430,加购,自然流量,手机
user_1025,2024-09-24 17:57:31,item_98,浏览,自然流量,电脑
user_2908,2025-03-11 05:55:09,item_110,浏览,自然流量,平板
user_4497,2024-12-18 17:03:26,item_117,下单,活动,手机
user_1696,2025-03-31 00:31:38,item_374,浏览,广告,手机
user_5222,2025-02-06 16:28:21,item_436,收藏,自然流量,平板
user_336,2024-12-05 02:06:56,item_54,收藏,活动,手机
user_2088,2025-01-08 13:19:14,item_235,浏览,自然流量,平板
user_382,2025-04-10 14:28:39,item_395,浏览,广告,平板
user_4374,2025-03-22 20:14:29,item_146,加购,活动,手机
user_4360,2025-03-15 17:12:50,item_57,浏览,广告,平板
user_8487,2025-05-03 17:28:29,item_116,浏览,自然流量,电脑
user_1794,2025-03-09 04:57:29,item_169,浏览,自然流量,电脑
user_4031,2024-11-27 12:55:12,item_478,下单,自然流量,手机
user_4278,2025-04-26 03:06:46,item_313,加购,广告,手机
user_8903,2025-05-11 17:05:26,item_250,浏览,广告,平板
user_2929,2025-01-22 11:21:04,item_172,下单,广告,手机
user_8433,2025-05-15 10:56:54,item_8,浏览,广告,平板
user_3796,2024-07-07 12:49:03,item_492,加购,广告,电脑
user_9758,2024-07-09 08:09:02,item_366,加购,活动,电脑
user_8264,2025-01-27 02:14:09,item_315,浏览,活动,平板
user_8858,2025-04-30 00:40:52,item_105,浏览,广告,手机
user_2798,2025-06-11 19:13:49,item_441,加购,广告,平板
user_4336,2025-03-06 12:34:28,item_272,浏览,自然流量,手机
user_1063,2024-10-26 12:24:26,item_209,收藏,活动,平板
user_6469,2025-03-29 16:22:16,item_182,浏览,广告,手机
user_3030,2025-03-28 13:15:18,item_193,浏览,广告,平板
user_3451,2025-06-10 02:01:54,item_149,下单,广告,电脑
user_5027,2024-08-20 08:38:10,item_15,收藏,自然流量,电脑
user_2825,2025-02-02 15:52:00,item_288,收藏,自然流量,平板
user_2924,2025-05-26 18:44:33,item_55,浏览,自然流量,电脑
user_1074,2024-10-13 14:50:30,item_51,浏览,活动,电脑
user_7461,2024-11-21 18:49:31,item_484,浏览,活动,平板
user_9682,2025-04-15 04:34:15,item_15,浏览,活动,电脑
user_4160,2025-02-07 21:33:49,item_231,加购,自然流量,电脑
user_3393,2024-07-16 02:49:45,item_433,浏览,活动,平板
user_3774,2024-08-25 01:37:28,item_339,浏览,活动,电脑
user_3031,2025-06-05 18:53:40,item_482,加购,活动,电脑
user_7982,2025-05-05 04:09:39,item_98,下单,广告,电脑
user_4780,2025-03-07 13:40:46,item_303,收藏,活动,电脑
user_39,2024-07-31 11:26:20,item_213,浏览,自然流量,电脑
user_8598,2025-03-04 18:42:23,item_447,浏览,自然流量,手机
user_5417,2025-03-11 00:07:34,item_439,浏览,自然流量,电脑
user_5850,2025-01-01 21:34:20,item_458,收藏,活动,电脑
user_7973,2024-12-13 19:32:29,item_482,下单,自然流量,电脑
user_9299,2025-06-07 00:13:56,item_370,下单,广告,平板
user_7245,2024-10-15 17:47:38,item_493,浏览,自然流量,电脑
user_9856,2024-07-21 16:00:19,item_85,加购,活动,手机
user_8348,2024-12-24 13:22:13,item_315,收藏,自然流量,平板
user_9500,2024-10-06 23:36:32,item_137,浏览,活动,电脑
user_486,2024-09-07 18:57:07,item_81,加购,活动,电脑
user_5610,2024-07-11 05:32:44,item_185,浏览,活动,手机
user_7906,2024-10-21 23:24:24,item_149,收藏,活动,平板
user_6223,2024-09-15 08:51:05,item_34,浏览,自然流量,电脑
user_5921,2025-05-19 10:44:23,item_21,下单,活动,电脑
user_2594,2024-10-28 08:37:41,item_152,浏览,广告,平板
user_8459,2024-07-19 08:23:55,item_316,收藏,活动,手机
user_6307,2024-08-25 21:53:53,item_58,收藏,自然流量,平板
user_6089,2024-09-23 08:18:46,item_403,浏览,广告,手机
user_7396,2025-01-21 00:45:51,item_160,浏览,自然流量,电脑
user_8294,2025-04-30 23:41:54,item_149,浏览,广告,电脑
user_6961,2025-04-29 23:47:54,item_110,收藏,自然流量,平板
user_7960,2025-05-16 19:45:28,item_76,浏览,广告,平板
user_8604,2024-11-16 00:43:35,item_254,收藏,广告,电脑
user_952,2024-07-14 21:05:00,item_395,浏览,自然流量,平板
user_3808,2024-08-29 02:21:46,item_27,浏览,广告,手机
user_7478,2024-08-28 13:28:37,item_134,收藏,广告,电脑
user_8534,2025-05-09 04:37:16,item_180,收藏,广告,手机
user_1916,2025-01-29 18:41:39,item_447,收藏,活动,手机
user_490,2025-02-18 08:37:06,item_285,浏览,自然流量,平板
user_3903,2024-10-13 12:31:19,item_108,浏览,广告,电脑
user_8590,2024-12-07 14:07:56,item_409,浏览,自然流量,手机
user_989,2024-11-25 10:34:24,item_98,加购,自然流量,电脑
user_2649,2024-11-05 01:12:36,item_452,浏览,活动,平板
user_4833,2024-09-05 00:18:46,item_16,加购,自然流量,电脑
user_3679,2024-12-17 19:33:30,item_281,加购,自然流量,手机
user_1407,2025-04-14 13:07:42,item_122,浏览,活动,手机
user_8040,2024-11-04 10:36:38,item_463,收藏,活动,平板
user_1161,2025-04-06 02:10:57,item_294,加购,自然流量,平板
user_914,2025-05-31 08:35:18,item_59,浏览,广告,手机
user_1519,2025-04-15 10:25:42,item_216,浏览,自然流量,平板
user_9296,2025-06-19 19:56:09,item_461,收藏,自然流量,平板
user_7870,2025-04-17 07:57:11,item_135,浏览,活动,手机
user_8276,2024-08-27 14:08:18,item_186,浏览,广告,平板
user_5020,2024-09-11 22:11:11,item_440,加购,自然流量,电脑
user_7891,2024-09-12 17:29:40,item_489,浏览,活动,平板
user_4274,2024-08-17 11:44:25,item_42,浏览,活动,手机
user_4510,2025-01-14 17:19:34,item_453,浏览,广告,手机
user_818,2024-08-25 04:40:33,item_485,浏览,活动,平板
user_1256,2025-02-23 20:06:03,item_326,浏览,自然流量,手机
user_3703,2025-04-30 16:52:54,item_218,下单,自然流量,电脑
user_3564,2024-09-25 10:34:19,item_218,浏览,自然流量,电脑
user_1884,2024-06-30 06:30:38,item_191,浏览,活动,平板
user_9437,2024-08-18 13:59:01,item_89,浏览,自然流量,电脑
user_2675,2024-07-02 23:01:56,item_436,加购,活动,平板
user_2910,2024-08-17 20:44:21,item_236,下单,活动,手机
user_989,2024-11-01 21:14:01,item_143,浏览,活动,平板
user_136,2024-11-29 11:46:51,item_311,浏览,活动,电脑
user_6065,2025-02-04 10:08:44,item_39,收藏,活动,电脑
user_4580,2024-08-07 12:29:02,item_70,浏览,活动,电脑
user_2314,2024-09-18 08:29:55,item_440,收藏,广告,平板
user_1867,2024-09-14 00:53:55,item_356,浏览,自然流量,手机
user_7849,2025-06-02 13:28:29,item_383,收藏,广告,平板
user_9573,2024-06-30 12:29:24,item_117,加购,活动,电脑
user_4485,2024-09-23 20:48:40,item_431,收藏,广告,电脑
user_3877,2024-07-05 04:23:30,item_219,收藏,活动,电脑
user_2841,2024-09-19 21:09:36,item_405,浏览,广告,手机
user_4911,2024-09-11 06:19:29,item_22,下单,自然流量,平板
user_7952,2024-10-03 03:44:03,item_448,加购,广告,电脑
user_3487,2024-12-02 05:12:03,item_477,浏览,活动,手机
user_4086,2024-12-25 13:52:55,item_229,浏览,活动,平板
user_2697,2024-12-14 21:49:00,item_45,浏览,广告,手机
user_3411,2024-07-22 22:51:08,item_412,浏览,广告,手机
user_3001,2025-04-07 17:36:49,item_483,收藏,自然流量,电脑
user_8802,2025-03-22 11:57:39,item_21,加购,广告,平板
user_3398,2024-08-13 08:44:49,item_90,浏览,活动,电脑
user_7685,2025-03-13 23:33:14,item_258,浏览,广告,手机
user_9844,2025-06-11 12:40:46,item_19,浏览,自然流量,手机
user_3721,2024-12-09 18:48:45,item_101,加购,广告,电脑
user_7310,2025-04-26 20:39:24,item_168,浏览,活动,手机
user_6501,2024-12-20 20:37:09,item_148,收藏,活动,手机
user_6740,2024-11-15 11:33:36,item_299,浏览,活动,平板
user_2889,2025-06-23 22:06:41,item_404,收藏,活动,电脑
user_2778,2025-05-09 11:19:00,item_104,浏览,活动,手机
user_225,2024-06-30 19:26:14,item_279,收藏,自然流量,手机
user_2176,2024-12-13 13:48:47,item_261,浏览,自然流量,电脑
user_1425,2025-05-25 01:14:26,item_397,收藏,广告,平板
user_4052,2024-12-09 10:20:53,item_182,浏览,自然流量,平板
user_9545,2024-08-20 19:07:58,item_240,浏览,广告,手机
user_4637,2025-04-23 23:36:50,item_362,浏览,广告,平板
user_5345,2024-12-29 10:32:56,item_408,加购,活动,电脑
user_360,2025-02-18 10:12:29,item_352,浏览,自然流量,电脑
user_250,2025-02-18 12:53:55,item_186,加购,活动,平板
user_6871,2024-11-08 13:24:14,item_440,浏览,自然流量,电脑
user_8251,2025-04-14 06:34:44,item_334,浏览,活动,电脑
user_7498,2025-05-08 17:06:02,item_18,浏览,广告,手机
user_6875,2024-10-27 01:25:12,item_355,下单,广告,电脑
user_874,2024-10-01 09:38:51,item_50,收藏,自然流量,平板
user_7110,2025-06-10 15:37:37,item_154,下单,广告,平板
user_8400,2025-04-13 07:10:30,item_243,浏览,自然流量,电脑
user_2764,2024-07-18 15:48:34,item_138,收藏,广告,手机
user_4172,2024-09-02 01:21:08,item_261,浏览,活动,平板
user_7340,2024-10-12 14:44:26,item_282,浏览,自然流量,平板
user_7927,2025-03-02 21:14:17,item_181,浏览,自然流量,平板
user_6541,2024-11-17 10:07:01,item_242,浏览,活动,平板
user_5802,2024-09-16 10:40:13,item_49,收藏,自然流量,手机
user_4268,2024-07-18 10:04:22,item_495,收藏,广告,手机
user_5347,2024-07-27 00:54:57,item_104,收藏,活动,手机
user_1475,2025-06-12 12:59:10,item_85,加购,自然流量,平板
user_9770,2024-09-01 20:30:46,item_446,收藏,活动,平板
user_1495,2025-06-15 03:39:19,item_404,浏览,广告,手机
user_5795,2024-09-24 07:08:36,item_495,收藏,自然流量,手机
user_6957,2025-04-07 23:41:57,item_346,加购,广告,平板
user_6734,2025-02-07 13:40:59,item_131,浏览,广告,手机
user_3851,2025-01-28 15:08:34,item_65,下单,广告,平板
user_5897,2025-04-21 12:40:37,item_57,收藏,自然流量,电脑
user_4818,2024-10-04 23:19:12,item_446,加购,自然流量,手机
user_1960,2025-05-09 13:55:23,item_27,浏览,活动,手机
user_2339,2025-01-02 00:44:52,item_33,浏览,广告,电脑
user_6242,2024-08-31 22:00:37,item_353,加购,自然流量,平板
user_5509,2024-09-25 21:53:37,item_366,加购,广告,平板
user_893,2024-07-07 22:21:09,item_297,收藏,自然流量,手机
user_4989,2024-09-18 20:13:46,item_69,浏览,自然流量,电脑
user_779,2024-10-09 20:11:01,item_303,浏览,活动,平板
user_7174,2025-04-01 00:08:20,item_64,浏览,自然流量,平板
user_5401,2025-06-18 03:05:41,item_212,收藏,自然流量,电脑
user_5447,2025-04-30 09:23:13,item_152,浏览,活动,手机
user_1203,2024-08-16 20:12:24,item_453,收藏,广告,手机
user_2366,2024-07-14 18:36:50,item_168,浏览,自然流量,电脑
user_3231,2024-08-14 23:53:40,item_323,收藏,广告,手机
user_1592,2025-01-22 10:31:34,item_329,浏览,活动,电脑
user_609,2024-10-19 14:36:58,item_36,浏览,自然流量,手机
user_4152,2024-12-21 16:44:13,item_113,浏览,自然流量,电脑
user_7401,2024-07-23 02:23:57,item_230,收藏,活动,平板
user_1038,2025-05-03 04:02:26,item_286,收藏,广告,手机
user_8900,2025-02-07 11:52:45,item_349,收藏,活动,手机
user_5754,2025-05-07 00:43:48,item_388,浏览,广告,平板
user_3027,2025-04-10 13:59:13,item_21,收藏,自然流量,电脑
user_1505,2025-05-02 05:44:55,item_379,加购,广告,电脑
user_2118,2025-06-17 21:14:13,item_99,下单,活动,平板
user_6156,2025-04-21 21:54:22,item_122,浏览,广告,电脑
user_6401,2024-07-03 00:22:21,item_113,加购,活动,平板
user_5139,2024-07-31 22:35:24,item_280,浏览,广告,手机
user_7711,2024-12-20 01:16:31,item_169,浏览,广告,手机
user_3827,2025-04-01 09:05:28,item_482,收藏,自然流量,手机
user_7736,2024-08-28 23:19:52,item_266,收藏,自然流量,手机
user_6633,2024-08-29 02:42:30,item_27,浏览,广告,手机
user_9317,2025-03-10 17:09:57,item_94,加购,自然流量,电脑
user_9711,2025-05-02 04:52:02,item_86,加购,活动,电脑
user_5777,2024-08-17 01:43:54,item_84,加购,活动,平板
user_7074,2024-10-18 07:34:07,item_301,浏览,活动,平板
user_8213,2024-07-16 21:26:04,item_498,收藏,广告,平板
user_990,2025-06-03 19:54:35,item_93,加购,活动,电脑
user_218,2024-11-18 15:03:20,item_100,收藏,广告,手机
user_6910,2024-07-19 08:48:43,item_104,浏览,自然流量,平板
user_5793,2024-12-14 06:39:20,item_462,下单,广告,电脑
user_7112,2025-05-08 21:42:01,item_24,浏览,自然流量,电脑
user_786,2025-06-02 21:29:03,item_309,下单,活动,平板
user_4442,2025-04-03 03:09:19,item_324,浏览,自然流量,电脑
user_8457,2024-12-04 06:33:36,item_143,浏览,自然流量,手机
user_4854,2025-06-17 12:06:26,item_101,加购,广告,平板
user_3963,2025-05-15 12:09:49,item_436,加购,自然流量,平板
user_7657,2024-10-05 05:10:37,item_170,收藏,自然流量,电脑
user_119,2025-03-10 04:27:24,item_352,浏览,广告,电脑
user_6706,2025-06-04 14:43:00,item_447,收藏,活动,电脑
user_123,2025-01-24 21:04:02,item_335,浏览,广告,电脑
user_6535,2024-12-23 07:06:46,item_162,浏览,活动,电脑
user_4488,2025-04-06 00:27:16,item_96,加购,广告,平板
user_2280,2025-04-24 02:14:39,item_344,浏览,广告,手机
user_9135,2024-08-05 02:32:19,item_172,浏览,广告,手机
user_8269,2025-05-15 15:37:36,item_347,加购,广告,手机
user_1981,2025-06-17 21:55:01,item_387,加购,活动,手机
user_2834,2024-12-28 14:57:56,item_103,收藏,活动,手机
user_9657,2025-03-03 01:19:20,item_356,浏览,活动,电脑
user_3531,2025-02-28 16:10:44,item_242,加购,自然流量,手机
user_133,2025-03-22 00:05:04,item_250,浏览,自然流量,电脑
user_2832,2025-01-04 23:10:29,item_351,收藏,自然流量,平板
user_8333,2024-10-29 08:39:23,item_10,加购,广告,平板
user_8691,2025-05-12 23:43:01,item_371,收藏,广告,电脑
user_9377,2024-10-05 19:13:10,item_97,加购,自然流量,平板
user_2061,2024-12-04 09:39:44,item_205,浏览,广告,手机
user_4046,2024-08-06 18:26:11,item_284,收藏,活动,平板
user_2243,2025-02-23 07:53:30,item_481,浏览,自然流量,平板
user_4000,2025-04-28 03:50:55,item_392,加购,自然流量,手机
user_4700,2025-05-15 22:13:20,item_298,下单,广告,手机
user_655,2025-02-14 22:46:00,item_192,浏览,广告,电脑
user_7882,2025-06-25 01:08:46,item_242,收藏,广告,手机
user_2266,2025-05-27 12:32:44,item_410,浏览,自然流量,手机
user_2649,2024-09-05 16:10:59,item_133,浏览,活动,平板
user_4714,2025-06-21 03:25:07,item_183,加购,自然流量,平板
user_5842,2024-10-07 01:36:02,item_387,下单,活动,电脑
user_8402,2024-07-16 02:06:54,item_95,收藏,广告,手机
user_9245,2024-11-23 16:23:14,item_137,浏览,活动,平板
