用户ID,性别,年龄,注册时间,省份,设备类型,是否会员
user_1450,男,51,2024-10-27,广东,电脑,0
user_1451,女,41,2024-10-10,上海,平板,0
user_1452,女,32,2025-03-07,广东,平板,0
user_1453,女,55,2023-12-28,浙江,手机,1
user_1454,男,25,2024-12-28,广东,电脑,1
user_1455,男,22,2023-10-27,四川,电脑,0
user_1456,男,43,2024-02-22,广东,手机,0
user_1457,男,35,2024-08-26,浙江,平板,0
user_1458,女,23,2023-07-06,四川,手机,0
user_1459,女,54,2024-08-27,浙江,平板,1
user_1460,女,30,2024-05-07,上海,手机,0
user_1461,男,45,2023-09-06,北京,电脑,1
user_1462,男,22,2023-12-17,北京,电脑,0
user_1463,男,30,2025-04-09,广东,电脑,0
user_1464,男,34,2025-06-04,四川,平板,1
user_1465,男,57,2023-09-22,四川,电脑,0
user_1466,女,49,2024-06-18,上海,手机,1
user_1467,女,46,2023-09-25,四川,电脑,1
user_1468,男,20,2024-11-10,广东,手机,0
user_1469,女,57,2025-04-02,北京,手机,0
user_1470,男,51,2023-10-23,四川,电脑,1
user_1471,女,57,2024-07-17,上海,平板,1
user_1472,男,44,2025-06-19,上海,手机,1
user_1473,女,30,2025-01-02,四川,电脑,0
user_1474,男,50,2024-02-07,北京,电脑,0
user_1475,男,23,2024-07-25,浙江,手机,0
user_1476,女,41,2024-12-24,浙江,手机,1
user_1477,女,36,2024-01-24,广东,电脑,0
user_1478,男,33,2024-05-13,浙江,平板,0
user_1479,男,57,2025-04-04,浙江,手机,1
user_1480,女,45,2024-07-04,浙江,电脑,0
user_1481,男,50,2024-06-26,上海,平板,1
user_1482,女,58,2024-01-01,浙江,手机,1
user_1483,女,30,2024-06-14,浙江,电脑,0
user_1484,男,42,2024-08-27,浙江,手机,1
user_1485,女,59,2023-10-16,浙江,手机,1
user_1486,女,53,2024-04-18,四川,平板,0
user_1487,男,44,2023-11-21,浙江,平板,0
user_1488,女,55,2025-06-11,四川,平板,0
user_1489,女,24,2024-10-03,四川,电脑,1
user_1490,女,22,2024-07-24,上海,平板,0
user_1491,男,48,2025-01-25,浙江,电脑,0
user_1492,女,40,2025-05-08,上海,平板,1
user_1493,女,59,2023-10-10,四川,电脑,0
user_1494,男,27,2025-04-27,北京,平板,1
user_1495,男,49,2023-08-19,四川,平板,1
user_1496,女,47,2024-01-26,四川,手机,1
user_1497,男,56,2025-02-15,广东,电脑,0
user_1498,男,48,2025-02-28,四川,电脑,1
user_1499,女,35,2025-04-19,北京,手机,0
user_1500,男,53,2024-05-13,四川,平板,0
user_1501,男,19,2024-03-15,上海,电脑,1
user_1502,女,31,2025-06-20,四川,平板,1
user_1503,男,30,2025-02-26,上海,平板,1
user_1504,女,46,2024-07-24,四川,平板,1
user_1505,女,29,2024-01-19,广东,手机,0
user_1506,女,56,2025-03-24,上海,电脑,0
user_1507,女,19,2023-06-27,四川,手机,0
user_1508,女,49,2024-01-31,北京,电脑,0
user_1509,男,30,2025-01-09,浙江,平板,1
user_1510,女,44,2024-02-12,浙江,电脑,1
user_1511,女,58,2025-04-06,四川,手机,0
user_1512,女,34,2024-09-23,上海,手机,1
user_1513,女,57,2024-09-18,浙江,手机,1
user_1514,男,48,2024-11-19,上海,手机,0
user_1515,男,51,2024-07-10,上海,平板,1
user_1516,女,41,2025-04-28,上海,手机,0
user_1517,女,52,2023-10-19,浙江,平板,1
user_1518,男,23,2024-06-06,浙江,平板,1
user_1519,女,36,2024-08-17,浙江,电脑,0
user_1520,男,47,2024-07-06,浙江,平板,0
user_1521,女,24,2024-03-20,上海,平板,1
user_1522,女,27,2024-03-10,四川,平板,1
user_1523,男,58,2024-08-27,北京,平板,1
user_1524,女,49,2025-02-07,北京,平板,1
user_1525,男,51,2024-08-21,上海,平板,1
user_1526,女,45,2024-04-13,四川,手机,0
user_1527,男,32,2024-06-13,浙江,平板,0
user_1528,女,47,2025-06-19,四川,手机,1
user_1529,男,54,2024-03-01,浙江,电脑,1
user_1530,女,46,2025-05-01,浙江,电脑,1
user_1531,女,39,2023-11-19,上海,手机,1
user_1532,女,21,2024-12-18,北京,平板,1
user_1533,男,37,2023-12-28,四川,手机,1
user_1534,男,49,2024-09-12,广东,电脑,0
user_1535,男,53,2024-04-18,四川,手机,1
user_1536,女,21,2023-12-24,上海,平板,1
user_1537,女,44,2025-04-20,广东,手机,0
user_1538,男,34,2025-02-17,四川,平板,0
user_1539,女,29,2024-05-10,广东,手机,1
user_1540,男,39,2023-07-29,浙江,手机,0
user_1541,女,34,2024-02-28,北京,手机,0
user_1542,女,27,2025-01-24,浙江,电脑,0
user_1543,女,18,2024-06-27,上海,手机,1
user_1544,男,39,2024-12-24,广东,手机,0
user_1545,男,43,2025-06-04,浙江,电脑,1
user_1546,女,35,2025-03-17,浙江,平板,0
user_1547,女,31,2024-04-17,浙江,电脑,1
user_1548,男,46,2024-04-20,四川,电脑,0
user_1549,女,29,2024-11-22,浙江,电脑,1
user_1550,男,53,2025-03-02,北京,平板,1
user_1551,女,52,2025-03-24,四川,平板,1
user_1552,女,29,2024-11-13,广东,电脑,0
user_1553,女,24,2023-10-22,四川,电脑,1
user_1554,男,46,2024-07-14,四川,手机,1
user_1555,男,28,2023-07-24,广东,平板,0
user_1556,男,50,2023-10-02,北京,手机,1
user_1557,男,23,2024-07-20,四川,手机,1
user_1558,女,32,2024-09-26,上海,平板,1
user_1559,女,49,2024-03-09,上海,手机,0
user_1560,男,28,2025-05-01,北京,平板,0
user_1561,男,40,2023-09-11,北京,手机,0
user_1562,女,43,2025-05-05,四川,手机,0
user_1563,男,51,2025-04-12,广东,电脑,1
user_1564,男,51,2024-06-01,浙江,电脑,1
user_1565,女,46,2023-09-11,广东,手机,0
user_1566,女,21,2024-08-07,北京,电脑,1
user_1567,女,34,2025-06-02,北京,电脑,1
user_1568,男,52,2024-06-14,浙江,手机,1
user_1569,男,30,2023-07-07,四川,电脑,0
user_1570,女,58,2025-01-07,北京,手机,1
user_1571,男,56,2023-10-15,四川,平板,0
user_1572,女,32,2024-05-09,广东,手机,0
user_1573,男,46,2025-05-02,北京,平板,1
user_1574,女,46,2024-11-15,北京,电脑,0
user_1575,男,28,2023-10-23,北京,平板,1
user_1576,女,49,2023-08-23,上海,平板,1
user_1577,女,19,2024-06-24,四川,手机,1
user_1578,女,31,2025-02-22,浙江,电脑,0
user_1579,男,37,2024-01-17,北京,电脑,1
user_1580,男,39,2024-03-14,四川,平板,1
user_1581,女,28,2024-10-22,广东,电脑,0
user_1582,男,44,2024-12-15,广东,平板,1
user_1583,男,20,2024-04-29,浙江,电脑,0
user_1584,男,34,2024-11-11,四川,手机,1
user_1585,男,45,2023-08-27,广东,平板,1
user_1586,男,46,2025-04-17,广东,电脑,0
user_1587,女,38,2024-03-07,上海,手机,0
user_1588,男,33,2025-04-18,北京,平板,0
user_1589,女,54,2024-11-30,浙江,手机,1
user_1590,女,37,2025-04-23,四川,电脑,0
user_1591,男,23,2024-08-13,广东,手机,1
user_1592,男,36,2024-04-16,浙江,手机,0
user_1593,女,22,2024-02-26,四川,手机,0
user_1594,男,20,2024-10-24,北京,平板,0
user_1595,女,18,2025-01-04,北京,电脑,0
user_1596,男,55,2025-05-15,上海,手机,0
user_1597,男,32,2025-02-04,广东,手机,1
user_1598,男,51,2024-07-09,四川,手机,0
user_1599,男,52,2025-05-03,浙江,平板,0
user_1600,男,42,2024-08-19,上海,电脑,1
user_1601,女,41,2023-07-23,广东,手机,0
user_1602,女,29,2024-10-17,上海,手机,0
user_1603,女,35,2023-08-18,北京,手机,1
user_1604,男,32,2023-12-25,浙江,手机,1
user_1605,男,33,2024-10-28,浙江,手机,0
user_1606,男,44,2024-12-08,北京,平板,1
user_1607,男,25,2025-06-10,北京,电脑,0
user_1608,男,42,2024-02-04,北京,手机,0
user_1609,女,34,2023-12-19,浙江,平板,1
user_1610,男,46,2025-01-26,上海,手机,1
user_1611,女,25,2023-09-04,浙江,手机,0
user_1612,男,32,2024-05-28,四川,手机,1
user_1613,男,44,2023-09-10,广东,电脑,1
user_1614,男,24,2025-02-05,四川,手机,0
user_1615,男,20,2024-10-30,四川,手机,1
user_1616,男,46,2024-12-23,浙江,平板,0
user_1617,女,41,2025-05-03,北京,手机,0
user_1618,男,20,2023-09-12,浙江,电脑,0
user_1619,男,37,2024-06-04,北京,手机,1
user_1620,女,32,2023-11-02,上海,电脑,1
user_1621,女,42,2024-12-16,四川,电脑,0
user_1622,男,47,2024-02-13,北京,平板,0
user_1623,男,31,2025-05-27,北京,电脑,0
user_1624,男,24,2023-07-18,上海,平板,1
user_1625,女,34,2023-07-31,浙江,手机,1
user_1626,男,37,2024-03-03,北京,电脑,0
user_1627,男,53,2025-03-05,上海,平板,1
user_1628,男,26,2023-08-08,浙江,手机,0
user_1629,女,55,2024-02-08,四川,电脑,0
user_1630,女,39,2024-03-30,上海,手机,1
user_1631,男,19,2024-04-12,浙江,电脑,0
user_1632,女,41,2024-05-25,上海,平板,1
user_1633,女,25,2023-10-17,上海,电脑,0
user_1634,男,28,2024-01-01,四川,手机,1
user_1635,男,30,2024-08-11,北京,电脑,1
user_1636,女,34,2024-05-11,上海,电脑,0
user_1637,女,25,2024-09-07,四川,手机,0
user_1638,男,38,2024-12-06,北京,电脑,1
user_1639,男,35,2025-03-02,四川,电脑,1
user_1640,女,47,2023-11-12,北京,平板,1
user_1641,男,35,2023-11-05,上海,电脑,1
user_1642,男,48,2023-11-08,四川,手机,0
user_1643,女,55,2023-08-26,北京,手机,1
user_1644,男,49,2024-10-11,浙江,平板,1
user_1645,女,28,2025-05-02,北京,电脑,1
user_1646,男,42,2024-04-18,北京,平板,0
user_1647,女,50,2024-10-19,上海,手机,1
user_1648,女,55,2024-12-07,上海,平板,0
user_1649,男,58,2023-12-30,浙江,平板,1
user_1650,男,25,2024-07-16,浙江,平板,0
user_1651,女,28,2025-06-04,浙江,手机,1
user_1652,男,39,2024-09-20,广东,平板,1
user_1653,男,41,2023-10-15,北京,电脑,1
user_1654,男,58,2023-12-23,广东,电脑,1
user_1655,男,34,2024-06-18,北京,平板,1
user_1656,男,29,2024-11-02,四川,平板,1
user_1657,男,49,2024-01-09,北京,电脑,1
user_1658,女,32,2024-06-16,四川,手机,1
user_1659,女,33,2024-01-10,上海,平板,0
user_1660,男,39,2024-11-24,上海,电脑,0
user_1661,男,45,2023-07-03,浙江,平板,0
user_1662,男,37,2025-05-24,广东,电脑,1
user_1663,女,50,2025-03-11,广东,手机,0
user_1664,女,27,2024-06-21,广东,电脑,1
user_1665,男,57,2025-05-25,浙江,平板,1
user_1666,女,49,2024-02-04,四川,电脑,0
user_1667,男,50,2024-12-03,浙江,手机,0
user_1668,女,19,2024-08-23,上海,电脑,0
user_1669,男,50,2023-10-26,上海,电脑,0
user_1670,男,50,2023-08-22,浙江,手机,0
user_1671,男,58,2024-06-03,广东,电脑,0
user_1672,女,30,2024-03-20,广东,电脑,1
user_1673,男,47,2024-09-24,广东,手机,0
user_1674,男,50,2024-02-13,上海,平板,1
user_1675,女,30,2024-11-03,四川,电脑,1
user_1676,女,43,2024-05-20,四川,平板,1
user_1677,女,39,2024-12-13,广东,平板,0
user_1678,女,56,2024-01-06,上海,电脑,0
user_1679,女,19,2024-06-14,广东,电脑,0
user_1680,男,55,2025-04-12,广东,电脑,1
user_1681,男,56,2024-02-15,四川,手机,1
user_1682,男,43,2023-11-27,上海,平板,0
user_1683,男,32,2024-04-19,上海,手机,0
user_1684,女,51,2025-04-18,四川,手机,1
user_1685,女,59,2024-07-05,广东,手机,0
user_1686,男,57,2023-09-16,广东,电脑,0
user_1687,女,28,2023-12-27,浙江,平板,0
user_1688,女,20,2024-04-17,北京,手机,1
user_1689,女,23,2024-09-12,上海,电脑,1
user_1690,男,26,2024-03-30,北京,平板,1
user_1691,女,23,2024-09-14,浙江,电脑,0
user_1692,女,26,2024-02-10,广东,平板,0
user_1693,女,56,2024-12-20,北京,手机,0
user_1694,女,48,2024-02-10,北京,电脑,0
user_1695,女,49,2023-07-13,广东,手机,1
user_1696,男,58,2025-03-31,四川,平板,0
user_1697,男,29,2024-11-18,广东,手机,0
user_1698,男,25,2024-04-28,四川,电脑,0
user_1699,女,25,2024-01-25,上海,电脑,1
user_1700,男,45,2023-07-02,广东,电脑,0
user_1701,女,37,2024-09-07,广东,电脑,1
user_1702,男,24,2025-04-27,广东,电脑,1
user_1703,女,28,2024-12-09,浙江,平板,0
user_1704,男,37,2025-02-19,浙江,平板,1
user_1705,女,33,2025-01-24,广东,手机,1
user_1706,女,21,2023-08-03,上海,平板,0
user_1707,男,23,2025-06-02,上海,电脑,1
user_1708,女,39,2024-10-09,北京,平板,1
user_1709,男,43,2025-01-24,北京,电脑,1
user_1710,女,20,2024-07-15,上海,平板,1
user_1711,男,58,2025-04-02,上海,手机,1
user_1712,女,59,2025-05-28,四川,电脑,0
user_1713,女,31,2025-05-27,四川,电脑,1
user_1714,女,28,2024-02-03,上海,手机,0
user_1715,男,35,2025-02-17,广东,电脑,1
user_1716,男,29,2025-03-07,广东,电脑,0
user_1717,女,40,2023-12-21,上海,手机,0
user_1718,女,29,2024-10-09,浙江,手机,1
user_1719,女,30,2025-03-09,四川,电脑,1
user_1720,女,42,2024-03-25,北京,电脑,0
user_1721,女,36,2023-12-13,上海,平板,0
user_1722,男,53,2024-11-01,广东,电脑,0
user_1723,女,25,2023-11-20,上海,手机,1
user_1724,女,46,2024-10-20,浙江,平板,1
user_1725,男,49,2024-01-06,广东,电脑,0
user_1726,男,35,2024-12-03,上海,手机,0
user_1727,女,23,2025-02-01,广东,平板,1
user_1728,女,35,2025-01-05,广东,手机,1
user_1729,男,36,2025-02-11,北京,手机,1
user_1730,女,39,2024-11-19,浙江,电脑,1
user_1731,男,54,2024-12-05,北京,手机,0
user_1732,男,49,2025-04-07,上海,平板,0
user_1733,女,58,2023-10-10,浙江,手机,0
user_1734,男,20,2024-10-25,北京,电脑,1
user_1735,女,45,2023-09-09,广东,手机,1
user_1736,女,27,2025-05-27,上海,平板,1
user_1737,男,52,2024-10-25,北京,手机,0
user_1738,男,46,2024-11-09,上海,电脑,0
user_1739,男,32,2023-07-26,上海,手机,1
user_1740,男,50,2024-02-20,北京,手机,1
user_1741,女,24,2025-02-27,北京,手机,0
user_1742,男,29,2024-06-02,四川,平板,0
user_1743,女,47,2023-07-21,北京,电脑,0
user_1744,男,38,2024-09-18,广东,平板,0
user_1745,男,48,2024-04-04,北京,平板,0
user_1746,男,41,2025-01-14,上海,平板,1
user_1747,男,37,2023-10-06,北京,手机,1
user_1748,女,54,2023-09-04,广东,手机,0
user_1749,男,21,2025-06-01,北京,平板,0
user_1750,男,45,2024-02-10,上海,电脑,0
user_1751,男,37,2024-03-05,北京,手机,1
user_1752,女,41,2025-01-26,四川,手机,1
user_1753,男,49,2024-05-13,上海,电脑,1
user_1754,女,58,2023-11-09,上海,平板,0
user_1755,女,53,2023-11-28,北京,电脑,0
user_1756,女,51,2023-10-06,北京,平板,0
user_1757,女,53,2025-02-25,广东,平板,1
user_1758,男,19,2024-08-17,北京,电脑,1
user_1759,男,32,2025-05-06,浙江,电脑,1
user_1760,女,51,2024-04-05,浙江,手机,1
user_1761,女,53,2024-08-11,浙江,手机,0
user_1762,女,23,2024-07-19,广东,手机,0
user_1763,女,56,2025-06-04,北京,电脑,1
user_1764,男,59,2024-01-23,北京,手机,1
user_1765,女,29,2025-04-01,四川,手机,0
user_1766,男,20,2023-10-31,广东,手机,1
user_1767,男,35,2024-01-11,四川,电脑,0
user_1768,男,57,2025-06-04,浙江,平板,1
user_1769,女,38,2025-03-27,四川,平板,1
user_1770,女,32,2024-07-04,广东,电脑,1
user_1771,女,50,2025-03-13,四川,电脑,0
user_1772,女,52,2024-02-10,北京,手机,1
user_1773,女,43,2025-01-25,浙江,手机,0
user_1774,男,25,2025-05-02,北京,平板,0
user_1775,男,53,2024-03-15,浙江,平板,0
user_1776,男,47,2025-03-11,浙江,平板,1
user_1777,男,40,2023-09-23,广东,平板,0
user_1778,男,59,2024-06-23,四川,电脑,1
user_1779,男,31,2023-08-23,广东,平板,1
user_1780,女,31,2023-10-13,四川,电脑,1
user_1781,男,19,2025-01-31,北京,电脑,0
user_1782,女,54,2023-12-18,浙江,电脑,1
user_1783,女,22,2025-04-24,浙江,手机,0
user_1784,男,55,2024-12-02,四川,平板,1
user_1785,男,58,2025-01-08,浙江,电脑,0
user_1786,女,31,2024-11-30,浙江,电脑,0
user_1787,女,56,2024-04-29,四川,平板,1
user_1788,女,42,2025-04-12,四川,手机,0
user_1789,女,37,2025-03-11,广东,电脑,1
user_1790,女,19,2024-08-31,广东,电脑,0
user_1791,男,56,2024-04-05,四川,手机,0
user_1792,女,23,2023-09-04,广东,平板,0
user_1793,女,34,2025-03-01,浙江,手机,1
user_1794,女,42,2024-04-27,广东,电脑,1
user_1795,男,45,2023-07-06,上海,手机,0
user_1796,女,19,2024-01-17,四川,手机,0
user_1797,女,52,2024-08-15,北京,电脑,0
user_1798,男,54,2023-09-29,四川,电脑,0
user_1799,女,22,2024-06-13,浙江,平板,1
user_1800,女,18,2024-04-07,北京,平板,1
user_1801,男,57,2024-11-29,广东,电脑,1
user_1802,女,29,2025-01-27,四川,手机,1
user_1803,男,53,2024-11-29,上海,电脑,1
user_1804,女,40,2024-01-15,上海,平板,1
user_1805,女,48,2024-09-22,浙江,手机,1
user_1806,男,28,2024-04-16,四川,手机,1
user_1807,女,27,2025-03-25,北京,电脑,1
user_1808,男,20,2024-11-02,四川,平板,0
user_1809,男,31,2025-06-25,四川,电脑,1
user_1810,男,33,2024-04-09,四川,平板,1
user_1811,女,27,2023-09-18,上海,电脑,0
user_1812,女,46,2024-12-01,四川,电脑,1
user_1813,女,27,2023-12-24,上海,电脑,1
user_1814,女,29,2024-06-26,四川,平板,1
user_1815,男,47,2023-07-15,北京,平板,0
user_1816,女,58,2024-10-19,上海,平板,1
user_1817,女,18,2025-05-12,四川,平板,1
user_1818,男,22,2024-09-04,四川,手机,1
user_1819,女,37,2024-03-06,上海,手机,0
user_1820,女,25,2025-06-05,浙江,电脑,1
user_1821,男,29,2024-10-11,上海,电脑,1
user_1822,女,18,2023-12-14,上海,电脑,0
user_1823,女,37,2024-11-10,上海,手机,0
user_1824,男,45,2023-08-14,北京,手机,1
user_1825,女,54,2024-10-31,浙江,平板,1
user_1826,女,54,2025-03-26,北京,手机,0
user_1827,女,29,2024-06-20,上海,手机,1
user_1828,女,54,2025-06-01,四川,手机,0
user_1829,女,45,2024-12-21,北京,手机,0
user_1830,女,32,2024-02-15,四川,电脑,0
user_1831,女,23,2024-11-11,广东,平板,0
user_1832,女,37,2024-05-08,上海,手机,0
user_1833,男,31,2023-09-24,四川,平板,1
user_1834,女,19,2023-10-12,北京,手机,0
user_1835,女,26,2023-07-31,广东,平板,1
user_1836,男,54,2023-07-24,浙江,手机,0
user_1837,男,37,2024-02-17,上海,手机,1
user_1838,女,43,2024-07-12,浙江,电脑,0
user_1839,女,46,2023-09-24,四川,电脑,0
user_1840,女,18,2023-09-09,四川,电脑,1
user_1841,男,52,2023-12-25,广东,手机,1
user_1842,女,23,2025-05-15,广东,电脑,0
user_1843,男,54,2024-08-16,北京,平板,0
user_1844,女,22,2023-10-09,四川,电脑,1
user_1845,女,50,2024-04-22,北京,平板,0
user_1846,女,31,2024-06-12,浙江,手机,1
user_1847,女,29,2024-04-09,广东,手机,0
user_1848,女,59,2024-11-27,上海,手机,1
user_1849,女,37,2025-01-23,浙江,手机,1
user_1850,男,41,2024-12-17,浙江,电脑,1
user_1851,女,51,2024-08-18,浙江,手机,0
user_1852,女,42,2024-05-16,四川,手机,1
user_1853,女,46,2024-09-24,四川,平板,1
user_1854,女,56,2025-01-22,北京,手机,0
user_1855,女,48,2025-01-10,上海,手机,1
user_1856,男,40,2023-10-24,广东,电脑,0
user_1857,男,55,2025-05-13,上海,手机,0
user_1858,女,37,2024-05-13,广东,电脑,1
user_1859,男,40,2024-11-15,广东,手机,1
user_1860,女,33,2023-09-10,上海,手机,1
user_1861,女,59,2025-04-03,上海,电脑,1
user_1862,男,25,2024-07-10,北京,手机,0
user_1863,男,38,2024-10-16,浙江,手机,1
user_1864,男,18,2024-05-07,北京,电脑,1
user_1865,女,25,2025-06-24,上海,手机,1
user_1866,男,46,2024-01-29,四川,手机,0
user_1867,女,49,2023-07-21,浙江,平板,1
user_1868,男,55,2024-12-13,上海,平板,0
user_1869,男,22,2024-04-08,广东,电脑,1
user_1870,女,39,2023-12-11,上海,电脑,0
user_1871,男,51,2024-06-04,广东,平板,0
user_1872,女,18,2024-06-05,上海,电脑,0
user_1873,男,43,2023-12-26,广东,电脑,0
user_1874,女,27,2025-04-20,上海,电脑,1
user_1875,男,47,2024-04-02,北京,电脑,0
user_1876,女,35,2023-09-11,浙江,平板,0
user_1877,女,34,2024-12-09,浙江,平板,1
user_1878,男,43,2024-04-06,北京,平板,0
user_1879,男,25,2024-08-21,广东,手机,1
user_1880,女,57,2025-05-26,四川,平板,0
user_1881,男,29,2024-11-07,广东,平板,1
user_1882,女,44,2024-03-30,浙江,平板,1
user_1883,男,25,2023-08-12,四川,手机,0
user_1884,女,42,2024-04-30,上海,平板,1
user_1885,女,21,2024-01-26,浙江,手机,0
user_1886,女,50,2023-11-20,四川,电脑,0
user_1887,女,18,2023-09-28,北京,电脑,0
user_1888,男,36,2025-04-14,浙江,电脑,1
user_1889,女,48,2025-03-27,广东,电脑,1
user_1890,女,33,2024-06-13,浙江,手机,1
user_1891,女,31,2023-09-05,上海,平板,1
user_1892,男,22,2024-11-21,上海,手机,0
user_1893,男,58,2023-12-07,上海,手机,1
user_1894,女,43,2024-11-05,上海,平板,1
user_1895,女,45,2024-11-03,北京,电脑,0
user_1896,女,19,2024-10-01,广东,平板,1
user_1897,女,23,2023-07-12,浙江,手机,0
user_1898,男,26,2023-08-04,广东,手机,0
user_1899,女,50,2025-02-26,上海,手机,1
user_1900,男,58,2024-03-11,四川,手机,0
user_1901,女,42,2024-01-01,北京,手机,1
user_1902,男,30,2023-10-01,广东,手机,1
user_1903,男,26,2025-02-26,浙江,电脑,0
user_1904,女,30,2024-09-06,上海,手机,0
user_1905,女,48,2023-12-02,浙江,电脑,1
user_1906,男,58,2023-08-18,广东,手机,1
user_1907,女,28,2025-03-31,四川,手机,0
user_1908,男,21,2025-02-09,广东,电脑,0
user_1909,男,51,2024-08-29,四川,平板,1
user_1910,男,55,2023-12-03,浙江,电脑,0
user_1911,男,21,2024-09-23,浙江,手机,0
user_1912,男,55,2023-12-10,上海,电脑,1
user_1913,女,36,2025-03-18,上海,手机,1
user_1914,女,23,2025-05-01,浙江,平板,1
user_1915,男,51,2023-12-23,广东,平板,0
user_1916,女,35,2024-03-07,四川,手机,1
user_1917,女,30,2025-02-16,浙江,电脑,1
user_1918,女,58,2023-10-18,北京,电脑,1
user_1919,男,40,2025-02-27,浙江,平板,1
user_1920,男,36,2025-05-25,北京,平板,1
user_1921,女,28,2024-09-30,上海,平板,0
user_1922,女,18,2023-06-28,四川,平板,0
user_1923,女,41,2024-01-27,浙江,电脑,0
user_1924,女,24,2025-04-22,广东,手机,0
user_1925,女,42,2023-10-16,上海,平板,1
user_1926,女,38,2023-10-04,四川,手机,0
user_1927,男,32,2024-08-18,四川,手机,1
user_1928,女,18,2024-01-06,北京,电脑,1
user_1929,女,29,2025-03-07,广东,平板,0
user_1930,男,24,2023-11-08,北京,平板,1
user_1931,男,32,2023-09-19,上海,电脑,0
user_1932,男,38,2024-11-20,浙江,平板,1
user_1933,女,36,2025-04-28,四川,平板,1
user_1934,女,46,2023-07-16,四川,电脑,1
user_1935,男,42,2023-10-06,上海,手机,0
user_1936,女,50,2023-07-07,北京,电脑,0
user_1937,男,49,2024-03-30,浙江,手机,0
user_1938,男,52,2025-02-28,浙江,电脑,1
user_1939,女,55,2025-02-27,广东,平板,1
user_1940,女,43,2023-12-27,广东,手机,0
user_1941,男,28,2024-09-25,北京,手机,0
user_1942,男,52,2024-03-03,上海,手机,0
user_1943,女,25,2023-07-08,上海,平板,0
user_1944,女,31,2023-11-08,四川,手机,0
user_1945,女,27,2024-01-18,浙江,手机,1
user_1946,女,19,2023-08-05,北京,手机,0
user_1947,男,26,2023-10-02,浙江,电脑,1
user_1948,男,20,2025-01-22,浙江,平板,0
user_1949,男,38,2024-05-17,广东,平板,1
user_1950,男,43,2024-08-07,广东,手机,0
user_1951,女,25,2023-09-22,浙江,电脑,1
user_1952,男,19,2025-01-25,浙江,电脑,1
user_1953,女,23,2023-08-14,上海,平板,0
user_1954,男,45,2024-06-29,浙江,平板,1
user_1955,男,46,2024-06-08,广东,平板,1
user_1956,女,43,2025-02-19,北京,电脑,1
user_1957,女,42,2024-04-02,浙江,手机,0
user_1958,女,29,2024-07-28,上海,电脑,1
user_1959,女,22,2024-09-29,上海,平板,0
user_1960,女,51,2023-09-18,四川,平板,1
user_1961,男,54,2024-06-11,广东,平板,1
user_1962,女,32,2024-07-21,广东,电脑,0
user_1963,男,53,2023-12-15,广东,平板,0
user_1964,女,32,2024-10-15,上海,手机,0
user_1965,男,40,2023-07-29,四川,电脑,0
user_1966,女,23,2025-01-10,浙江,电脑,0
user_1967,男,38,2025-02-23,四川,手机,0
user_1968,女,40,2025-05-31,广东,电脑,0
user_1969,男,33,2025-04-29,四川,手机,0
user_1970,女,32,2024-11-18,浙江,手机,0
user_1971,男,42,2024-08-04,四川,手机,1
user_1972,女,53,2024-02-15,广东,电脑,0
user_1973,女,28,2024-06-15,上海,平板,0
user_1974,男,32,2024-11-06,浙江,电脑,0
user_1975,男,21,2023-07-20,四川,平板,0
user_1976,男,38,2023-08-12,四川,手机,0
user_1977,男,30,2024-07-02,上海,电脑,0
user_1978,女,39,2025-04-14,浙江,平板,1
user_1979,男,36,2024-05-02,上海,平板,1
user_1980,女,51,2024-05-22,上海,手机,0
user_1981,女,31,2024-12-09,浙江,手机,0
user_1982,女,21,2023-09-17,广东,电脑,0
user_1983,男,44,2024-07-10,广东,电脑,1
user_1984,女,46,2024-12-30,上海,手机,1
user_1985,男,45,2025-06-01,上海,电脑,1
user_1986,女,52,2024-06-04,浙江,平板,1
user_1987,男,25,2023-08-22,浙江,手机,0
user_1988,男,33,2025-05-24,北京,电脑,1
user_1989,女,59,2023-08-27,上海,电脑,0
user_1990,女,53,2024-03-02,北京,平板,0
user_1991,男,47,2024-10-10,四川,电脑,1
user_1992,女,35,2023-10-19,四川,电脑,1
user_1993,女,19,2023-08-16,北京,电脑,0
user_1994,女,30,2023-10-02,浙江,平板,0
user_1995,女,21,2024-01-25,广东,平板,1
user_1996,男,43,2024-10-22,广东,手机,0
user_1997,女,42,2024-10-29,浙江,平板,0
user_1998,女,47,2024-09-22,上海,手机,1
user_1999,女,28,2024-08-24,上海,手机,0
user_2000,女,24,2024-12-30,上海,电脑,1
user_2001,男,48,2024-03-04,北京,电脑,1
user_2002,女,27,2024-04-16,北京,手机,0
user_2003,女,56,2024-10-02,广东,平板,0
user_2004,女,30,2024-08-11,广东,手机,0
user_2005,女,48,2024-02-10,广东,电脑,0
user_2006,女,24,2024-06-12,四川,平板,0
user_2007,男,59,2024-07-22,广东,平板,0
user_2008,女,59,2024-10-08,浙江,手机,0
user_2009,女,53,2024-05-25,浙江,手机,0
user_2010,男,37,2023-09-11,浙江,手机,1
user_2011,男,21,2025-03-03,浙江,手机,1
user_2012,女,24,2024-12-22,四川,平板,1
user_2013,女,18,2023-09-22,四川,电脑,1
user_2014,女,59,2025-04-18,浙江,平板,1
user_2015,男,30,2024-11-15,上海,平板,0
user_2016,女,39,2024-11-12,浙江,手机,0
user_2017,男,38,2025-05-07,浙江,电脑,0
